Player Name,Player Team,Total xG,Total Post Shot xG,Player Total Impact on Post Shot xG
Aidan Rutledge,Darlington,9.174843599999999,6.8284465999999995,-2.3463969999999996
Cedric Main,Darlington,19.294207999999998,16.258300000000002,-3.0359079999999956
Will Hatfield,Darlington,1.364266,1.5718900000000002,0.20762400000000025
Gerry McDonagh,Alfreton,1.372213,0.40206,-0.9701529999999999
Siyabonga Ligendza,Alfreton,6.332662,6.699961000000002,0.3672990000000018
Ben Hedley,Darlington,0.6479507,0.8356,0.18764930000000002
Jack Maskell,Darlington,13.011297000000003,14.058582000000001,1.0472849999999987
Will McGowan,Darlington,4.8502278,4.3746100000000006,-0.4756177999999993
Owen German,Alfreton,1.1567013,1.25519,0.0984887000000001
Elliot Forbes,Darlington,1.059721,1.4655200000000002,0.40579900000000024
Scott Barrow,Darlington,1.463212,1.147678,-0.315534
George Cantrill,Alfreton,1.7464489999999997,1.5921,-0.15434899999999963
Paul Blackett,South Shields,24.7766449,24.2003,-0.5763449000000023
Cedwyn Scott,South Shields,11.107505000000002,12.566479999999999,1.458974999999997
Rhys Walsh,South Shields,0.2908,0.09511,-0.19569
Robbie Tinkler,South Shields,0.16267299999999998,0.15297,-0.00970299999999999
Daniel Ward,South Shields,5.3918800000000005,5.64273,0.2508499999999998
Dillon Morse,South Shields,2.2765999999999997,3.2081999999999997,0.9316
Caden Kelly,South Shields,1.2382626999999997,2.7086,1.4703373000000004
Will Jenkins,South Shields,4.8492201,6.183410000000001,1.334189900000001
Adam Lund,Alfreton,2.554011,2.1646599999999996,-0.38935100000000045
Adam Anson,Alfreton,2.063904,2.0908900000000004,0.0269860000000004
Bailey Sloane,Marine,0.065004,0.02519,-0.039814
AJ Warburton,Marine,0.55459,0.06455,-0.49004000000000003
Terell Pennant,Alfreton,0.09853,0.0307,-0.06783
Finlay Sinclair-Smith,Marine,15.8794326,17.33115949,1.4517268900000015
Billy Fewster,Alfreton,2.739051,3.0156,0.27654900000000016
Ashley Hunter,Marine,1.8496480000000002,2.5061,0.6564519999999998
Nathan Newall,Alfreton,0.390618,0.06761,-0.323008
Max Hunt,Alfreton,3.765479,3.3157599999999996,-0.4497190000000004
Matthew McDonald,Marine,3.7496004,5.1448599999999995,1.3952595999999997
Leigh Whelan,Marine,0.147007,0.22822,0.08121300000000001
Tai Fleming,King's Lynn,1.32973,1.5862,0.25647
Reece Hall-Johnson,King's Lynn,2.8096290000000006,4.10208,1.2924509999999994
Joe Dodoo,Alfreton,0.5532921,0.0,-0.5532921
David Solademi,Alfreton,0.2551,0.0,-0.2551
Ben Beresford,Alfreton,3.91555,3.3825600000000002,-0.5329899999999999
Michael Gyasi,King's Lynn,4.991523000000001,5.68325,0.6917269999999993
Morgan Williams,King's Lynn,3.4359611,4.78414,1.3481788999999997
Ryan Barrett,Alfreton,0.004327,0.0,-0.004327
Matthew Stenson,Telford,12.8643326,11.97109,-0.8932425999999989
Alex Fletcher,Telford,1.395244,0.9054,-0.48984399999999995
Remi Walker,Telford,11.1757704,15.4899287,4.314158300000001
Oliver Cawthorne,Telford,3.5768999999999997,1.05288,-2.5240199999999997
Dylan  Allen-Hadley,Telford,8.002178999999998,8.211217,0.2090380000000014
Dyer Ammar,Telford,0.006914,0.0,-0.006914
Jordan Cranston,Telford,0.9074073,0.34552000000000005,-0.5618873
Rhys Hilton,Telford,2.6296720000000002,1.815564,-0.8141080000000003
Orrin  Pendley,Telford,1.347917,0.9993000000000001,-0.34861699999999995
Jediah Abbey,Alfreton,1.631139,0.84556,-0.7855789999999999
Lewis Salmon,Alfreton,6.442333,7.021920000000001,0.579587000000001
Austin Samuels,Alfreton,0.28155,0.20940999999999999,-0.07214000000000004
Offrande Zanzala,Chester,7.565002000000001,7.395973000000001,-0.1690290000000001
Iwan Murray,Chester,2.1387660000000004,0.8277,-1.3110660000000003
Tom Peers,Chester,3.964929,1.8466699999999998,-2.118259
Jack Bainbridge,Chester,4.962903,4.1823999999999995,-0.7805030000000004
Patrick Jones,Chester,5.466402,4.71731215,-0.7490898500000007
Dylan Mottley Henry,Chester,12.643122,12.56547,-0.0776520000000005
Harry Perritt,Alfreton,0.672744,0.50336,-0.16938399999999998
Ryley Reynolds,Kidderminster,5.8046871,6.1922299999999995,0.3875428999999997
Emeka Obi,Kidderminster,7.138128,6.01133,-1.126798
Dan Mooney,Kidderminster,1.701475,1.5302037199999998,-0.17127128000000025
Joe Foulkes,Kidderminster,1.7532260000000002,1.2502529999999998,-0.5029730000000003
Tobi Sho-Silva,Kidderminster,2.289656,1.72098,-0.568676
Amari Morgan-Smith,Kidderminster,5.883121,4.49718,-1.3859409999999999
Luke Spokes,Kidderminster,0.5577464999999999,1.63511,1.0773635000000001
Owen Evans,Kidderminster,2.335206,2.85872232,0.5235163200000001
Luca Thomas,Fylde,10.972864000000001,14.332312199999999,3.3594481999999974
Mark Beck,Alfreton,1.0754899999999998,0.9216,-0.15388999999999986
Bayley Mcann,Alfreton,0.3886685,0.8442600000000001,0.45559150000000015
Jonathan Ustabasi,Fylde,8.342630700000003,9.72256,1.379929299999997
Charlie Jolley,Fylde,9.589071,10.1286,0.5395289999999999
Max Taylor,Fylde,1.181729,1.7040199999999999,0.5222909999999998
Ethan Mitchell,Fylde,3.222322,2.97540583,-0.24691617
Danny Ormerod,Fylde,13.747224800000001,15.560692999999999,1.8134681999999973
Ryan Colclough,Fylde,1.7011346,1.9475100000000003,0.24637540000000024
Dan Rowe,Spennymoor,1.262954,2.2802,1.0172459999999999
Tom Pugh,Spennymoor,1.7552139999999998,1.20786,-0.5473539999999999
Ethan Robson,Spennymoor,1.883935,2.384677,0.500742
Mackenzie Heaney,Spennymoor,2.0585846,2.9973919999999996,0.9388073999999995
Harry Hawkins,Alfreton,0.17228499999999997,0.0,-0.17228499999999997
Glen Taylor,Spennymoor,17.769148899999998,14.993144289999998,-2.7760046099999993
Olly Dyson,Spennymoor,1.6875789999999997,0.92421,-0.7633689999999997
Corey McKeown,Spennymoor,7.732824,6.392949999999999,-1.339874000000001
Matthew Dolan,Spennymoor,1.1066275,1.48868,0.3820524999999999
Mo Touray,Southport,1.190018,1.58098,0.39096200000000003
Sonny Hilton,Southport,4.445079,6.14113,1.6960510000000006
Luke Burgess,Southport,0.353964,0.0,-0.353964
Arthur Gnahoua,Southport,5.615897,6.408559999999999,0.7926629999999983
Taylor Anderson,Alfreton,0.08619500000000001,0.0,-0.08619500000000001
Chris Sze,Southport,6.531908,7.3986909999999995,0.8667829999999999
Owen Farmer,Leamington,4.47513,4.8725499999999995,0.39741999999999944
Miro Pais,Leamington,2.195483,0.95326,-1.2422229999999999
Joe Clarke,Leamington,1.085305,1.2530000000000001,0.16769500000000015
Jack Leckie,Alfreton,0.875231,0.43653,-0.438701
Josh Quaynor,Leamington,0.1825079,0.47707,0.2945621
Seb Thompson,Leamington,5.103725099999999,4.94562,-0.15810509999999933
Tim Berridge,Leamington,3.4576659999999992,2.86372,-0.5939459999999994
Frank Tattum,Leamington,3.2548369999999998,3.4020000000000006,0.14716300000000082
Josh Ayres,Alfreton,6.429448,6.14563,-0.2838180000000001
Tyrone Marsh,Bedford,14.879579799999998,16.3066,1.4270202000000012
Kieran Wallace,Alfreton,0.537702,0.574,0.03629799999999994
Joe Cummings,Alfreton,2.6094500000000003,3.7232,1.1137499999999996
Ryan Doherty,Bedford,1.31805,2.6683000000000003,1.3502500000000004
Jevani Brown,Bedford,2.8349980000000006,2.1931000000000003,-0.6418980000000003
Emmanuel Oluwafemi Ajibola Maja-Awesu,Bedford,0.063425,0.0,-0.063425
Zanda Siziba,Bedford,1.109086,1.36730574,0.2582197399999999
Jacob Maddox,Merthyr,2.1855010000000004,2.0248,-0.16070100000000043
Aneurin Livermore,Merthyr,0.15885100000000002,0.2263,0.06744899999999998
Lewys Twamley,Merthyr,10.492612000000003,10.555571399999998,0.06295939999999511
Luke Alker,Alfreton,0.38205,0.066189,-0.315861
Cawley Cox,Merthyr,10.132363,8.51911,-1.6132530000000003
Bayley McCann,Alfreton,1.5734791,1.04361,-0.5298691
Tom Handley,Merthyr,7.8895614,7.4114144,-0.4781469999999999
Sam  Newell,Alfreton,0.30010000000000003,0.32783999999999996,0.02773999999999993
Noah Smerdon,Merthyr,2.9795800000000003,2.8416,-0.1379800000000002
Jordon Garrick,Merthyr,2.1098299999999997,1.55487,-0.5549599999999997
Keiran Evans,Merthyr,1.361504,1.454157,0.09265299999999987
Alex Brown,Scarborough,0.44685990000000003,0.035026,-0.41183390000000003
Stephen Walker,Scarborough,13.467467,14.00181,0.5343430000000016
Luca Colville,Scarborough,3.8487862,2.41479,-1.4339962000000002
Harry Green,Scarborough,5.0232033000000005,2.64195,-2.3812533000000005
Dom Tear,Scarborough,8.650297,5.3755500000000005,-3.2747469999999996
Rio Clegg,Radcliffe,18.294139100000002,19.273448000000002,0.9793088999999995
Bradley Jackson,Radcliffe,2.0459159999999996,1.9583,-0.0876159999999997
Michael Afuye,Radcliffe,3.5750728,3.773972,0.19889920000000005
Sam Osborne,Alfreton,3.058946,1.7443279999999999,-1.3146180000000003
Luca Miller,Peterborough,9.802384,13.513589999999999,3.711205999999999
Max Booth,Peterborough,5.416362,4.7365580000000005,-0.6798039999999999
Kieron Freeman,Alfreton,0.3638454,0.06819,-0.2956554
Maliq Cadogan,Peterborough,0.7854914,0.19734000000000002,-0.5881513999999999
Kaine Felix,Peterborough,2.4927369999999995,1.21484,-1.2778969999999996
Cormac Daly,Hereford,3.4236030000000004,3.807822,0.3842189999999994
George Munday,Hereford,6.528581,5.077075,-1.4515060000000002
Kyle Howkins,Hereford,2.1826799999999995,1.7372,-0.44547999999999943
Lewis Hudson,Hereford,4.6169389999999995,5.17576,0.5588210000000009
Lawson D'Ath,Hereford,1.2892250000000003,1.61511,0.32588499999999976
Kai Lissimore,Alfreton,0.425001,0.3897,-0.03530100000000003
Keziah Martin,Hereford,1.8676790999999997,2.29037,0.4226909000000001
Harrison Sohna,Hereford,2.2143559999999995,3.936079,1.7217230000000003
James Gale,Macclesfield,8.045761,5.43979,-2.6059710000000003
Paul Dawson,Macclesfield,7.414046,9.378905699999999,1.964859699999999
Josh Clackstone,Alfreton,0.0049087,0.0,-0.0049087
Luke Duffy,Macclesfield,6.147913600000001,7.2932397,1.1453260999999992
Elliot Osborne,Macclesfield,0.178684,1.18342,1.0047359999999999
Isaac Buckley-Ricketts,Macclesfield,7.2157540000000004,5.826944699999999,-1.388809300000001
Lewis Fensome,Macclesfield,1.68175,0.62226,-1.05949
Milan Lalkovič,Chorley,1.122047,1.1621000000000001,0.040053000000000116
Dylan Youmbi,Alfreton,1.38409,1.27486,-0.10922999999999994
Taelor O' Kane,Chorley,3.318659,2.9432,-0.37545899999999977
Warren Clarke,Chorley,5.1129999999999995,3.30088,-1.8121199999999997
Harry Ibbitson,Chorley,6.684544999999999,6.46163,-0.22291499999999864
Mike Calveley,Chorley,4.804963000000001,5.955710000000001,1.150747
Scott Wilson,Chorley,1.02895,0.45699999999999996,-0.5719500000000001
Jack Griffiths,Chorley,0.25132699999999997,0.0,-0.25132699999999997
Jack Moore,Chorley,0.6591629999999999,0.4364199999999999,-0.22274300000000002
Sam Brown,Bedford,0.53345,0.7081,0.17464999999999997
Greg Taylor,Bedford,1.1989569999999998,0.57919,-0.6197669999999998
Claude Kayibanda,Bedford,0.001047,0.0,-0.001047
Jack  McDowell,Bedford,0.10283999999999999,0.0,-0.10283999999999999
Cole Kpekawa,Bedford,1.27844,1.5043,0.22585999999999995
Ellis Brown,Bedford,4.566188,5.327637,0.7614489999999998
Ricardo Dinanga,Telford,1.492525,1.58694,0.09441499999999992
Luke Rowe,Telford,0.21589,0.0,-0.21589
Junior Gyamfi,Bedford,3.6162889999999996,3.11842,-0.4978689999999997
Joshua Tomlinson,Bedford,0.89886,0.3585,-0.54036
Ryan Blake,Bedford,0.819745,2.4154,1.595655
Shaun Jeffers,Bedford,2.1464499999999997,2.6533299999999995,0.5068799999999998
Oluwasegun Lawal,Telford,2.2243880000000003,1.0993400000000002,-1.125048
Eddie Panter,Bedford,0.5885900000000001,0.1726,-0.4159900000000001
Daniel Dodds,South Shields,4.6465760000000005,3.19834,-1.4482360000000005
Dan  Savage,South Shields,0.8173699999999999,0.22258,-0.5947899999999999
