Player Name,Player Team,Average xG,Average Post Shot xG,Player Ave Impact on Post Shot xG
Kevin Joshua,Peterborough,3.50E-05,5.18E-05,1.68E-05
Tom Whelan,Fylde,0.000229424,0.000262078,3.27E-05
Danny Mayor,Fylde,0.000246326,0.000360419,0.000114093
Terry Bondo,King's Lynn,0.000286263,0.000212143,-7.41E-05
Festus Arthur,King's Lynn,6.41E-05,2.33E-05,-4.08E-05
Adam Marriott,King's Lynn,0.000523461,0.000270951,-0.00025251
T'Sharne Gallimore,Bedford,6.09E-07,0,-6.09E-07
Samuel George Tomlinson,Buxton,4.55E-05,3.14E-06,-4.24E-05
Scott Burgess,Chester,8.06E-05,5.97E-05,-2.09E-05
Sam  Bayly,Peterborough,5.12E-07,0,-5.12E-07
Michael Gash,Peterborough,1.55E-05,2.98E-05,1.42E-05
Josiah Dyer,Peterborough,0.000143622,0.000209058,6.54E-05
Connor Woods,Chester,0.000778155,0.000749863,-2.83E-05
Jack Stobbs,Curzon Ashton,0.000219817,0.000251032,3.12E-05
Adam Barton,Curzon Ashton,0.00032461,0.000306479,-1.81E-05
Dion Kelly-Evans,Chester,9.52E-05,7.90E-05,-1.62E-05
James Jones,Chester,4.80E-05,3.07E-05,-1.73E-05
Kevin Roberts,Chester,8.75E-05,0.000142962,5.55E-05
Rio Allan,Scarborough,0.000684785,0.000671244,-1.35E-05
Tom Leak,Chester,0.000255988,9.91E-05,-0.00015686
Alex Ryan John,Merthyr,0.000255674,0.000131898,-0.000123777
Paul Kalambayi,Kidderminster,0.000150883,0.000171623,2.07E-05
George Newell,Marine,0.000548014,0.000415439,-0.000132574
Will Van Lier,Leamington,1.12E-05,1.32E-05,2.04E-06
Dan Meredith,Leamington,0.000101971,0.0001133,1.13E-05
Jack Shorrock,Chester,7.28E-05,3.78E-05,-3.49E-05
Seb  Thompson,Leamington,9.95E-06,6.54E-06,-3.41E-06
Adam Walker,Leamington,0.000135867,3.45E-05,-0.000101384
Jaiden White,Hereford,9.55E-05,0,-9.55E-05
Aaron Skinner,Hereford,0.000105377,0.000171295,6.59E-05
Callum McFarlane,Hereford,0.000165748,3.73E-05,-0.000128445
Gus Mafuta,Hereford,6.52E-05,0.000110627,4.54E-05
Harley Hamilton,Hereford,0.000142178,0.000202596,6.04E-05
Luke Woolston,South Shields,3.64E-05,2.95E-06,-3.35E-05
Sam Heathcote,Macclesfield,8.69E-05,0.000106934,2.01E-05
D'Mani Mellor,Macclesfield,0.000710524,0.000654932,-5.56E-05
Max Woltman,Macclesfield,4.83E-05,2.63E-05,-2.20E-05
Isaac Buckley-Ricketts,Macclesfield,0.000469334,0.000403873,-6.55E-05
Martin Woods,Worksop,7.99E-05,0.000191207,0.00011134
Joe Leesley,Worksop,5.47E-05,2.89E-05,-2.58E-05
George Murray-Jones,Chester,0,0,0
Mike Calveley,Chorley,0.000395078,0.00044804,5.30E-05
Tom Carr,Chorley,0.000887621,0.000808707,-7.89E-05
Matthew Urwin,Chorley,0,0,0
Tom Walker,Chorley,7.76E-05,5.15E-05,-2.61E-05
Jordan Hulme,Radcliffe,0.000668908,0.000640794,-2.81E-05
Michael Kelly,Chester,1.37E-05,3.17E-05,1.81E-05
Tyler Hill,Spennymoor,3.12E-06,0,-3.12E-06
Tom Davies,Chester,9.99E-05,0.000100845,9.84E-07
Jonah Lowes,Darlington,0.000111473,5.54E-05,-5.60E-05
Tom Tweedy,Darlington,0.00014207,9.27E-06,-0.000132797
Jack Sampson,Chorley,0.000518103,0.000739597,0.000221495
George Horbury,Chorley,1.25E-05,2.08E-05,8.34E-06
Mark Ellis,Chorley,0.000454663,0.00043414,-2.05E-05
Jake Hull,Scarborough,0.000140849,0.000257451,0.000116602
Richie Bennett,Scarborough,0.000339307,0.000286952,-5.24E-05
Alex Wiles,Scarborough,6.50E-05,8.03E-05,1.53E-05
Adam Henley,Chorley,0.000104176,2.04E-05,-8.38E-05
Joe Nolan,Chorley,6.82E-05,8.51E-05,1.69E-05
Ammar  Christopher Deaco,Telford,9.39E-05,0.000120829,2.70E-05
Billy Whitehouse,Chorley,1.24E-05,0,-1.24E-05
Jamie Meddows,Telford,0.000328882,0.00038697,5.81E-05
Jordan Piggott,Telford,8.94E-05,4.95E-05,-3.99E-05
Harvey Smith,Chorley,0.000174205,0.000186892,1.27E-05
Ethan McLeod,Macclesfield,4.16E-05,8.83E-05,4.68E-05
Sean Etaluku,Macclesfield,6.11E-05,1.66E-05,-4.46E-05
Rollin Menayese,Macclesfield,0.000129687,1.47E-05,-0.000115029
Luke Summerfield,Chorley,9.43E-06,2.40E-06,-7.03E-06
Darnell Johnson,Oxford,0.000117161,0.000167005,4.98E-05
Latrell Humphrey-Ewers,Oxford,1.35E-05,0,-1.35E-05
Lucas Weaver,Chorley,4.39E-05,5.40E-05,1.02E-05
Milan Lalkovič,Chorley,0.000217087,0.000261083,4.40E-05
Max Wilson,Chorley,0.000251658,0.000265816,1.42E-05
Anjola Popoola,Chorley,0.000356692,0.000385088,2.84E-05
Sam Fielding,Marine,0.000199643,0.000194947,-4.70E-06
Adam Thomas,Marine,8.15E-05,0.000170989,8.95E-05
Scott Wilson,Chorley,6.07E-05,2.54E-05,-3.53E-05
Odin Samuels-Smith,Marine,6.54E-06,4.79E-05,4.13E-05
Patrick McLaughlin,Darlington,8.53E-05,4.29E-05,-4.24E-05
Mustapha Carayol,Peterborough,0.000121374,9.03E-05,-3.11E-05
Jack Griffiths,Chorley,5.48E-06,0,-5.48E-06
Max Brogan,Leamington,0.000152878,0.000121008,-3.19E-05
Teddy Lavelle,Southport,0.000246723,0.000219447,-2.73E-05
Dan Gardner,Radcliffe,0.000158299,0.000152027,-6.27E-06
Luke Daley,Radcliffe,5.65E-05,2.96E-05,-2.69E-05
Sonny Finch,South Shields,0.000236634,0.000294709,5.81E-05
Jack Clarke,Kiddiminster,2.30E-05,5.74E-05,3.44E-05
Kieren Donnelly,Kiddiminster,0.000179707,0.000207368,2.77E-05
Samuel David Bird,Chorley,5.21E-06,6.56E-06,1.35E-06
Ewan  Williams,Leamington,0.000337227,0.000279352,-5.79E-05
Jack Stafford,Curzon Ashton,2.32E-07,0,-2.32E-07
Christopher Stokes,Curzon Ashton,5.73E-05,4.58E-06,-5.27E-05
Ben Connolly,Curzon Ashton,1.95E-06,5.67E-07,-1.38E-06
Adulai Sambu,Merthyr,0.0001192,8.25E-05,-3.67E-05
Jordan Tunnicliffe,Kidderminster,9.34E-05,0.000100453,7.09E-06
Joel  Amado,Curzon Ashton,2.28E-05,3.75E-06,-1.91E-05
Timi Sobowale,Curzon Ashton,4.54E-05,0,-4.54E-05
Chi Ezennolim,Curzon Ashton,0.000133927,6.61E-05,-6.79E-05
Connor Wood,Peterborough,0.000153257,5.46E-05,-9.87E-05
Richard Faakye,Peterborough,4.90E-05,6.72E-05,1.82E-05
Jezreel Davies,Peterborough,9.52E-05,6.09E-05,-3.43E-05
Sam Straughan Brown,Peterborough,0.000160312,7.26E-05,-8.77E-05
Bailey Clements,King's Lynn,0.000262236,0.00025769,-4.55E-06
Sam Collins,King's Lynn,3.97E-05,2.00E-05,-1.97E-05
Jordan Richards,Curzon Ashton,3.21E-05,5.18E-06,-2.69E-05
Jack Waldron,Scarborough,0.000139977,0.000160023,2.00E-05
Zane Myers,Scarborough,1.57E-05,2.30E-05,7.31E-06
Joel Nunes Souto Amado,Curzon Ashton,8.01E-05,1.97E-05,-6.04E-05
Tyler James,Radcliffe,0.000181873,0.000288919,0.000107046
Rick Smith,Radcliffe,0.00015187,0.000182548,3.07E-05
George Glendon,Radcliffe,0.000126479,0.000104677,-2.18E-05
James Armson,Telford,0.000128277,4.90E-05,-7.92E-05
Cian Flannery,Curzon Ashton,1.46E-05,0,-1.46E-05
Thakgalo Khanya Leshabela,Telford,0.000126765,0.000128101,1.34E-06
Keenan Quansah,Hereford,0.00019866,0.000142605,-5.61E-05
Cherif Yaya,Hereford,1.14E-07,0,-1.14E-07
Charlie Pavey,Hereford,8.59E-06,1.51E-05,6.51E-06
Justin Donawa,Hereford,9.77E-05,8.99E-05,-7.82E-06
Jack Hazlehurst,Marine,5.79E-05,4.49E-05,-1.30E-05
Zack Stritch,Curzon Ashton,1.00E-05,0,-1.00E-05
Ellis Stanton,Darlington,0.000102225,0.000105997,3.77E-06
Ruben Curley,Curzon Ashton,3.06E-05,5.83E-05,2.77E-05
O'Shea Ellis,Oxford,9.00E-05,8.90E-05,-1.08E-06
Zac McEachran,Oxford,0.000227888,0.000260068,3.22E-05
George Burroughs,Oxford,0.000207905,0.000123696,-8.42E-05
James Gale,Macclesfield,0.000581839,0.000463895,-0.000117945
Elliot Osborne,Macclesfield,6.57E-06,4.97E-05,4.32E-05
Corey Whelan,Fylde,9.26E-05,0.000131873,3.93E-05
Kieran Coates,Fylde,1.29E-05,1.85E-06,-1.11E-05
Joshua Scott,Darlington,0.000159286,0.000228609,6.93E-05
Montel Gibson,Hereford,0.000124542,7.12E-05,-5.33E-05
Liam Hughes,Worksop,0.000732559,0.000654381,-7.82E-05
Tom Platt,Darlington,0.000141055,5.05E-05,-9.06E-05
Regan Hutchinson,Worksop,4.04E-05,2.70E-05,-1.33E-05
Matthew Cornish,Darlington,0.000170113,0.00017256,2.45E-06
Ben Pollock,Spennymoor,1.63E-05,4.51E-06,-1.18E-05
Simone Troso,King's Lynn,7.00E-05,0.000124155,5.42E-05
Jack Lambert,King's Lynn,7.56E-05,5.86E-05,-1.71E-05
Lennon Wheeldon,South Shields,0.000262697,0.000198698,-6.40E-05
Lemar Gordon,South Shields,0.000157956,9.51E-06,-0.000148443
Jack Evans,Merthyr,1.62E-05,3.44E-05,1.83E-05
Lee Lucas,Merthyr,0.000145007,1.27E-05,-0.000132329
Tate  Xavier-Jones,Merthyr,0.000113116,8.38E-05,-2.93E-05
Cameron Borthwick-Jackson,Macclesfield,3.59E-05,0,-3.59E-05
Alfie Myers-Smith,Darlington,3.67E-07,0,-3.67E-07
Eric Yahaya,Leamington,9.37E-05,1.64E-05,-7.74E-05
Jacob Roddy,Oxford,0.000267964,0.000352942,8.50E-05
Kamran Kandola,Kidderminster,8.28E-05,7.23E-05,-1.04E-05
Jason Adigun,Kidderminster,6.75E-05,5.88E-05,-8.68E-06
Kai Woollard-Innocent,Kidderminster,6.36E-06,1.97E-06,-4.39E-06
Josh Dawodu,Bedford,3.45E-06,0,-3.45E-06
Lewis Coyle,Bedford,4.43E-05,1.23E-05,-3.20E-05
Lincoln McFayden,Fylde,5.41E-06,0,-5.41E-06
Dylan Cogill,Worksop,6.47E-05,9.87E-05,3.40E-05
Liam Brockbank,Fylde,2.79E-05,0,-2.79E-05
Michael Parker,Hereford,2.94E-05,2.28E-05,-6.60E-06
Luis Lacey,Macclesfield,6.12E-05,2.35E-05,-3.77E-05
Jack Morris,Fylde,2.40E-05,0,-2.40E-05
Will Spiers,Merthyr,4.62E-05,3.05E-05,-1.57E-05
Jay Williams,Merthyr,7.89E-05,4.04E-05,-3.85E-05
Rocco Coyle,Scarborough,3.56E-05,7.52E-07,-3.48E-05
Lewis Maloney,Scarborough,8.28E-05,7.20E-05,-1.08E-05
Felipe Rodriguez-Gentile,Fylde,0.000249477,0.000228003,-2.15E-05
Marcel Oakley,Peterborough,8.99E-05,9.56E-05,5.64E-06
Mitchell Hancox,Spennymoor,1.51E-05,3.96E-05,2.45E-05
Adam Lewis,Fylde,9.10E-06,0,-9.10E-06
Joe Nyahwema,King's Lynn,9.81E-05,6.14E-05,-3.66E-05
Eno Nto,Hereford,0.000102442,0.000116667,1.42E-05
Matt    Richards,Hereford,2.04E-05,9.40E-06,-1.10E-05
Harry  Perritt,Alfreton,2.14E-05,6.51E-06,-1.49E-05
Joseph Ajose,Bedford,4.42E-06,0,-4.42E-06
Charlie Cooper,Hereford,0.000100433,0.000107235,6.80E-06
Paul Murphy-Worrell,Southport,7.74E-06,0,-7.74E-06
Sam Minihan,Southport,1.05E-05,5.41E-06,-5.07E-06
Harry Tustin,Hereford,7.49E-05,7.27E-05,-2.15E-06
William Thornton,Scarborough,0.000202333,0.000215509,1.32E-05
Luca Alonzi,Leamington,2.00E-06,0,-2.00E-06
Tom Watson,South Shields,1.14E-05,4.81E-05,3.67E-05
Jack Roles,South Shields,7.67E-05,9.19E-05,1.52E-05
Mikey Lane,Hereford,4.97E-05,5.22E-06,-4.45E-05
Alex Penny,Kidderminster,7.49E-05,0.00011448,3.96E-05
David Davis,Kidderminster,0.000235336,0.000305928,7.06E-05
Ethan Thomas Hill,Leamington,8.33E-05,7.22E-05,-1.11E-05
Theo Streete,Leamington,0,0,0
George Walker,Kidderminster,8.96E-05,4.06E-05,-4.90E-05
Pierce Bird,Kidderminster,7.32E-07,0,-7.32E-07
Joshua  William Kay,Macclesfield,5.85E-07,1.27E-06,6.88E-07
Reece Hall,Kidderminster,1.10E-05,0,-1.10E-05
Toby Onanaye,Kidderminster,1.08E-06,0,-1.08E-06
Luke Hall,Worksop,0.000122401,9.11E-05,-3.13E-05
Matty Williams,Southport,3.00E-05,0,-3.00E-05
James Potter,Marine,5.00E-05,0.00014177,9.18E-05
Cameron Ford- Brown,King's Lynn,9.48E-06,0,-9.48E-06
Theo Williams,King's Lynn,2.60E-05,3.29E-07,-2.57E-05
Emmanuel Maja,King's Lynn,2.86E-05,1.67E-05,-1.19E-05
Gold Omotayo,King's Lynn,0.00032168,0.000164732,-0.000156948
Alex Purver,Scarborough,1.80E-05,4.70E-05,2.90E-05
Luke Shaw,Leamington,0.000135149,4.08E-06,-0.000131068
David Kamara,King's Lynn,6.00E-05,9.64E-05,3.64E-05
Dylan Mitchell,Leamington,3.84E-06,0,-3.84E-06
Tom Dickens,King's Lynn,0.000299854,0.000213076,-8.68E-05
Rio Oudnie-Morgan,King's Lynn,6.91E-05,5.64E-05,-1.27E-05
Danny Whitehead,Macclesfield,6.14E-05,0.000158005,9.66E-05
Mark Jones,Peterborough,0.00028327,0.000179812,-0.000103458
Mitchell Roberts,Hereford,1.32E-06,0,-1.32E-06
Jayden Davis,King's Lynn,0.000150269,0.000123566,-2.67E-05
Jack Goodman,King's Lynn,9.41E-05,7.85E-05,-1.56E-05
Luke Tabone,Southport,1.59E-05,5.05E-05,3.46E-05
Rhys Doherty,King's Lynn,2.10E-05,0,-2.10E-05
Carlton Ubaezuonu,King's Lynn,8.62E-05,0.00011499,2.88E-05
Brandon Forbes,King's Lynn,1.92E-05,8.86E-06,-1.04E-05
Will Shorrock,Leamington,6.67E-05,3.66E-05,-3.01E-05
Todd Alcock,South Shields,4.03E-05,5.48E-05,1.44E-05
Demico Burton,Leamington,0.000131114,0.00015519,2.41E-05
Anthony Dudley,Radcliffe,0.000180407,0.000183554,3.15E-06
Anthony Lynn,Leamington,8.83E-05,0.000163795,7.55E-05
Hisham Chiha,Leamington,1.34E-05,4.90E-05,3.55E-05
Max Benjamin Ram,Leamington,6.54E-05,0.000112615,4.72E-05
Callum McFadzean,Radcliffe,1.29E-05,4.50E-05,3.21E-05
Nathan Sandison,Southport,1.68E-06,0,-1.68E-06
Jordan Keane,Southport,6.52E-05,3.26E-05,-3.27E-05
Archie Crowther,Leamington,8.43E-05,7.52E-05,-9.08E-06
Rob  Evans,Leamington,3.16E-07,0,-3.16E-07
Luis Rose,Leamington,6.62E-05,8.23E-05,1.60E-05
Harvey Gregson,Marine,7.94E-05,5.47E-05,-2.47E-05
Hamza Bencherif,Worksop,4.85E-05,8.76E-05,3.92E-05
Miracle Okafor,Worksop,1.44E-05,2.30E-05,8.61E-06
William Glennon,Leamington,0.000106946,0.000108372,1.43E-06
Kiban Rai,Merthyr,0.000111039,8.92E-05,-2.18E-05
Ben Blythe,Leamington,1.78E-05,3.01E-06,-1.48E-05
Tyrone Lewthwaite,Leamington,1.87E-05,0,-1.87E-05
Kieran Weledji,Scarborough,0.000333003,0.000408962,7.60E-05
Michael Duckworth,Scarborough,9.87E-06,1.63E-06,-8.23E-06
Carlos Dos Santos,Macclesfield,3.96E-05,0,-3.96E-05
Regan Griffiths,Macclesfield,1.28E-05,1.58E-05,3.01E-06
Josef Yarney,Macclesfield,4.13E-05,5.41E-05,1.28E-05
James Brown,Marine,4.78E-06,0,-4.78E-06
Noah Wadsworth,Scarborough,1.38E-05,8.39E-06,-5.39E-06
Alfie Potter,Oxford,5.61E-05,9.98E-05,4.37E-05
Luke Matheson,Macclesfield,7.01E-05,0.000111677,4.16E-05
Kacper Pasiek,Macclesfield,7.33E-05,4.42E-05,-2.91E-05
Freddie Willcox,Hereford,4.40E-06,0,-4.40E-06
James Butler,Marine,1.38E-05,1.72E-05,3.39E-06
James Nolan,Marine,4.74E-07,0,-4.74E-07
Ryan Fryatt,Peterborough,3.11E-05,3.36E-05,2.57E-06
Finlay Tunstall,Marine,1.24E-05,2.36E-05,1.11E-05
Chris Francis,Oxford,3.30E-05,9.35E-05,6.05E-05
Dan Martin,Marine,1.16E-05,4.57E-06,-7.06E-06
Josh Wilde,Worksop,8.73E-05,0.000152046,6.48E-05
Szhem Whyte-Hall,Worksop,2.76E-05,3.54E-05,7.84E-06
Harry Huby,Marine,1.33E-05,0,-1.33E-05
Morgan Lewis,Merthyr,2.83E-05,3.35E-05,5.15E-06
Ne-Jai Tucker,Southport,1.67E-05,2.60E-05,9.26E-06
Dana Amaral,Southport,3.49E-05,0,-3.49E-05
Brandon Smalley,Merthyr,8.70E-05,7.33E-05,-1.36E-05
Bailey Gooda,Worksop,3.54E-05,9.43E-05,5.90E-05
Matthew Harris,Merthyr,5.75E-05,3.57E-05,-2.18E-05
Matt Richards,Hereford,2.48E-06,0,-2.48E-06
Zach Willis,Peterborough,6.60E-06,0,-6.60E-06
Charlie Hickingbottom,Peterborough,9.83E-05,3.94E-05,-5.89E-05
Charlie Caswell,Merthyr,7.59E-06,7.76E-06,1.65E-07
Will Flint,Buxton,2.98E-05,7.45E-05,4.47E-05
Harvey Sutcliffe,Spennymoor,3.08E-06,1.94E-06,-1.14E-06
D' Mani Lucell Bughail-Mellor,Macclesfield,3.82E-05,0,-3.82E-05
Charlie Wiggett,Oxford,4.25E-05,2.42E-05,-1.83E-05
Aaron Pickles,Southport,5.76E-05,8.49E-06,-4.91E-05
Brayden Daniel,Oxford,0.000104807,5.09E-05,-5.39E-05
Genero Maragh,Oxford,6.72E-06,1.74E-05,1.07E-05
Deegan Michael Atherton,Worksop,1.80E-05,1.39E-05,-4.14E-06
Tristan Gill,Buxton,8.71E-06,0,-8.71E-06
Aaron Harper-Bailey,Oxford,1.90E-05,0,-1.90E-05
Joe Ashton,Marine,3.16E-06,2.79E-05,2.47E-05
Matty Taylor,Oxford,2.82E-05,0,-2.82E-05
Max Metcalfe,Oxford,0,0,0
Joshua Cavallo,Peterborough,2.61E-06,0,-2.61E-06
Anuerin Livermore,Merthyr,2.08E-05,2.93E-06,-1.79E-05
Benjamin Mensah,Peterborough,6.56E-06,1.26E-05,6.00E-06
Aaron Powell,Peterborough,4.87E-06,0,-4.87E-06
Ashton Fox,Peterborough,2.61E-06,0,-2.61E-06
Hallam Hope,Radcliffe,0.000356515,0.000306335,-5.02E-05
K'Marni Miller,Radcliffe,4.04E-05,0,-4.04E-05
Benjamin Isaacson,Bedford,5.93E-07,0,-5.93E-07
Joe Andrews,Bedford,1.42E-05,1.02E-05,-4.04E-06
Tom Broadbent,Spennymoor,4.92E-05,9.86E-05,4.94E-05
Anthony Stewart,Peterborough,6.05E-05,2.11E-05,-3.93E-05
Isaac Modi,Radcliffe,1.87E-05,0,-1.87E-05
Tobi Joseph,Worksop,8.22E-06,1.82E-05,9.94E-06
Sam Bayly,Peterborough,3.03E-07,0,-3.03E-07
Ben Collins,Southport,1.29E-05,1.03E-05,-2.56E-06
